analysis	correlation_type	network_pair	condition_contrast	n	mean_delta_fisher_z	sd_delta_fisher_z	sem_delta_fisher_z	t_1sample	p_signflip_two_sided	n_permutations
smith09-reward_denoised	full	dmn__ecn	rtpj-minus-vlpfc	27	-0.006253921578	0.1585166693	0.03050654724	-0.2050026025	0.8377816222	100000
smith09-reward_denoised	full	dmn__ecn	rtpj-minus-sham	27	0.02191328791	0.1355755647	0.02609152959	0.8398621411	0.409695903	100000
smith09-reward_denoised	full	dmn__ecn	vlpfc-minus-sham	27	0.02816720948	0.1554287184	0.02991227081	0.9416606871	0.3523864761	100000
smith09-reward_denoised	full	dmn__ecn	both-minus-mean-rtpj-vlpfc	27	-0.01379654741	0.1444542783	0.02780023882	-0.4962744206	0.6246937531	100000
smith09-reward_denoised	full	dmn__ecn	mean-stimulation-minus-sham	27	0.02044139956	0.1206160495	0.02321256955	0.8806176979	0.3875561244	100000
smith09-reward_denoised	full	dmn__left-fpn	both-minus-sham	27	0.01077983171	0.1718312868	0.03306894656	0.3259804994	0.7441825582	100000
smith09-reward_denoised	full	dmn__left-fpn	both-minus-rtpj	27	0.01990482576	0.1768223649	0.03402948	0.5849288841	0.5618643814	100000
smith09-reward_denoised	full	dmn__left-fpn	both-minus-vlpfc	27	-0.0008285091752	0.1721283932	0.03312612471	-0.02501074854	0.9800501995	100000
smith09-reward_denoised	full	dmn__left-fpn	rtpj-minus-vlpfc	27	-0.02073333494	0.136489862	0.02626748619	-0.7893155359	0.4367756322	100000
smith09-reward_denoised	full	dmn__left-fpn	rtpj-minus-sham	27	-0.009124994054	0.1595704445	0.03070934637	-0.2971406146	0.7674623254	100000
smith09-reward_denoised	full	dmn__left-fpn	vlpfc-minus-sham	27	0.01160834089	0.1746602618	0.03361338305	0.3453487817	0.7335926641	100000
smith09-reward_denoised	full	dmn__left-fpn	both-minus-mean-rtpj-vlpfc	27	0.00953815829	0.1605920161	0.03090594791	0.3086188561	0.758702413	100000
smith09-reward_denoised	full	dmn__left-fpn	mean-stimulation-minus-sham	27	0.004421059519	0.1402224264	0.02698581855	0.1638289945	0.8697313027	100000
smith09-reward_denoised	full	dmn__right-fpn	both-minus-sham	27	-0.04274885098	0.2171773534	0.04179580115	-1.022802526	0.3218567814	100000
smith09-reward_denoised	full	dmn__right-fpn	both-minus-rtpj	27	-0.00443863493	0.1939292255	0.03732169685	-0.1189290762	0.908200918	100000
smith09-reward_denoised	full	dmn__right-fpn	both-minus-vlpfc	27	0.02304991646	0.2337548461	0.04498614111	0.5123781657	0.6092539075	100000
smith09-reward_denoised	full	dmn__right-fpn	rtpj-minus-vlpfc	27	0.0274885514	0.2196455957	0.04227081461	0.6502962304	0.5203147969	100000
smith09-reward_denoised	full	dmn__right-fpn	rtpj-minus-sham	27	-0.03831021605	0.1808056188	0.03479605756	-1.100993007	0.278097219	100000
smith09-reward_denoised	full	dmn__right-fpn	vlpfc-minus-sham	27	-0.06579876745	0.144390744	0.02778801164	-2.367883255	0.0266197338	100000
smith09-reward_denoised	full	dmn__right-fpn	both-minus-mean-rtpj-vlpfc	27	0.00930564076	0.1845640522	0.03551936841	0.261987788	0.7933720663	100000
smith09-reward_denoised	full	dmn__right-fpn	mean-stimulation-minus-sham	27	-0.04895261149	0.1340074726	0.02578975012	-1.89814214	0.06783932161	100000
smith09-reward_denoised	full	dmn__sensorimotor	both-minus-sham	27	0.03000549571	0.1455302213	0.02800730415	1.071345373	0.2919870801	100000
smith09-reward_denoised	full	dmn__sensorimotor	both-minus-rtpj	27	0.05010638228	0.142643505	0.02745175533	1.825252399	0.07965920341	100000
smith09-reward_denoised	full	dmn__sensorimotor	both-minus-vlpfc	27	0.02688821662	0.1584426859	0.03049230912	0.8818032281	0.3887361126	100000
smith09-reward_denoised	full	dmn__sensorimotor	rtpj-minus-vlpfc	27	-0.02321816568	0.1598146454	0.03075634285	-0.7549065827	0.4616153838	100000
smith09-reward_denoised	full	dmn__sensorimotor	rtpj-minus-sham	27	-0.02010088658	0.1714444989	0.0329945092	-0.6092191417	0.5451545485	100000
smith09-reward_denoised	full	dmn__sensorimotor	vlpfc-minus-sham	27	0.003117279095	0.1756191995	0.03379793071	0.09223283881	0.9260507395	100000
smith09-reward_denoised	full	dmn__sensorimotor	both-minus-mean-rtpj-vlpfc	27	0.03849729945	0.1278297575	0.02460084829	1.56487691	0.129398706	100000
smith09-reward_denoised	full	dmn__sensorimotor	mean-stimulation-minus-sham	27	0.004340629414	0.1387448174	0.02670145256	0.1625615462	0.872501275	100000
smith09-reward_denoised	full	ecn__brain-reward-signature	both-minus-sham	27	0.01371619389	0.1483211637	0.02854442127	0.4805210014	0.636103639	100000
smith09-reward_denoised	full	ecn__brain-reward-signature	both-minus-rtpj	27	0.0455944884	0.1609397284	0.03097286516	1.472078484	0.1532584674	100000
smith09-reward_denoised	full	ecn__brain-reward-signature	both-minus-vlpfc	27	0.0281545159	0.1485251008	0.02858366898	0.9849860744	0.3423465765	100000
smith09-reward_denoised	full	ecn__brain-reward-signature	rtpj-minus-vlpfc	27	-0.01743997251	0.1619006243	0.03115778968	-0.5597307348	0.5840941591	100000
smith09-reward_denoised	full	ecn__brain-reward-signature	rtpj-minus-sham	27	-0.03187829451	0.1392055593	0.02679012239	-1.18992717	0.2448175518	100000
smith09-reward_denoised	full	ecn__brain-reward-signature	vlpfc-minus-sham	27	-0.014438322	0.1607033655	0.03092737711	-0.4668459906	0.6461235388	100000
smith09-reward_denoised	full	ecn__brain-reward-signature	both-minus-mean-rtpj-vlpfc	27	0.03687450215	0.1320140062	0.02540610733	1.451403069	0.1602283977	100000
smith09-reward_denoised	full	ecn__brain-reward-signature	mean-stimulation-minus-sham	27	-0.01086680754	0.1189937754	0.02290036275	-0.4745255635	0.6359636404	100000
smith09-reward_denoised	full	ecn__left-fpn	both-minus-sham	27	-0.01104455107	0.1746435649	0.03361016974	-0.3286074173	0.7443125569	100000
smith09-reward_denoised	full	ecn__left-fpn	both-minus-rtpj	27	-0.01628325702	0.1686408025	0.03245493758	-0.5017189443	0.6174438256	100000
smith09-reward_denoised	full	ecn__left-fpn	both-minus-vlpfc	27	-0.00112309627	0.1658955253	0.03192660874	-0.03517743709	0.9729802702	100000
smith09-reward_denoised	full	ecn__left-fpn	rtpj-minus-vlpfc	27	0.01516016074	0.1445000395	0.02780904558	0.5451521412	0.5894941051	100000
smith09-reward_denoised	full	ecn__left-fpn	rtpj-minus-sham	27	0.005238705947	0.1489380455	0.02866314023	0.1827680396	0.8566114339	100000
smith09-reward_denoised	full	ecn__left-fpn	vlpfc-minus-sham	27	-0.009921454798	0.1653457548	0.03182080535	-0.3117914423	0.7573824262	100000
smith09-reward_denoised	full	ecn__left-fpn	both-minus-mean-rtpj-vlpfc	27	-0.008703176639	0.1508656934	0.02903411623	-0.2997568987	0.768702313	100000
smith09-reward_denoised	full	ecn__left-fpn	mean-stimulation-minus-sham	27	-0.005242433311	0.1346704197	0.02591733435	-0.2022751738	0.8410415896	100000
smith09-reward_denoised	full	ecn__right-fpn	both-minus-sham	27	-0.1054336819	0.2153061553	0.0414356889	-2.544513791	0.009079909201	100000
smith09-reward_denoised	full	ecn__right-fpn	both-minus-rtpj	27	-0.05224767653	0.1775548838	0.03417045332	-1.529030828	0.1401485985	100000
smith09-reward_denoised	full	ecn__right-fpn	both-minus-vlpfc	27	-0.1161522007	0.2054573761	0.03954029047	-2.937565692	0.005919940801	100000
smith09-reward_denoised	full	ecn__right-fpn	rtpj-minus-vlpfc	27	-0.06390452419	0.1532013349	0.02948361065	-2.167459235	0.0394596054	100000
smith09-reward_denoised	full	ecn__right-fpn	rtpj-minus-sham	27	-0.05318600532	0.1273258363	0.02450386863	-2.170514629	0.0400295997	100000
smith09-reward_denoised	full	ecn__right-fpn	vlpfc-minus-sham	27	0.01071851885	0.1498387238	0.02883647585	0.3717000271	0.71300287	100000
smith09-reward_denoised	full	ecn__right-fpn	both-minus-mean-rtpj-vlpfc	27	-0.08419993862	0.1760726351	0.03388519442	-2.484859245	0.0143898561	100000
smith09-reward_denoised	full	ecn__right-fpn	mean-stimulation-minus-sham	27	-0.04930038944	0.1324351571	0.02548715788	-1.934322755	0.06137938621	100000
smith09-reward_denoised	full	lateral-visual__auditory	both-minus-sham	27	-0.01615788949	0.2057727963	0.03960099312	-0.4080172799	0.687103129	100000
smith09-reward_denoised	full	lateral-visual__auditory	both-minus-rtpj	27	-0.02389725686	0.2050128904	0.03945474915	-0.6056877152	0.5594244058	100000
smith09-reward_denoised	full	lateral-visual__auditory	both-minus-vlpfc	27	-0.01480774463	0.1935578044	0.03725021683	-0.3975210318	0.6985930141	100000
smith09-reward_denoised	full	lateral-visual__auditory	rtpj-minus-vlpfc	27	0.009089512236	0.1465042924	0.02819476421	0.3223829846	0.74800252	100000
smith09-reward_denoised	full	lateral-visual__auditory	rtpj-minus-sham	27	0.007739367373	0.1849634934	0.03559624091	0.2174209179	0.8290517095	100000
smith09-reward_denoised	full	lateral-visual__auditory	vlpfc-minus-sham	27	-0.001350144867	0.1856369763	0.03572585275	-0.03779181636	0.9695203048	100000
smith09-reward_denoised	full	lateral-visual__auditory	both-minus-mean-rtpj-vlpfc	27	-0.01935250075	0.1854226996	0.03568461517	-0.5423205674	0.5987840122	100000
smith09-reward_denoised	full	lateral-visual__auditory	mean-stimulation-minus-sham	27	-0.003256222334	0.160584577	0.03090451625	-0.1053639639	0.9176308237	100000
smith09-reward_denoised	full	lateral-visual__brain-reward-signature	both-minus-sham	27	0.01358731404	0.117115152	0.02253882151	0.6028404826	0.5466645334	100000
smith09-reward_denoised	full	lateral-visual__brain-reward-signature	both-minus-rtpj	27	-0.003846855297	0.1301342944	0.02504435664	-0.1536016817	0.8777412226	100000
smith09-reward_denoised	full	lateral-visual__brain-reward-signature	both-minus-vlpfc	27	0.03314987925	0.09846649394	0.01894988559	1.749344558	0.09031909681	100000
smith09-reward_denoised	full	lateral-visual__brain-reward-signature	rtpj-minus-vlpfc	27	0.03699673456	0.1605721547	0.03090212558	1.19722297	0.2409475905	100000
smith09-reward_denoised	full	lateral-visual__brain-reward-signature	rtpj-minus-sham	27	0.01743416933	0.1551453058	0.02985772803	0.583908103	0.5639543605	100000
smith09-reward_denoised	full	lateral-visual__brain-reward-signature	vlpfc-minus-sham	27	-0.01956256521	0.1417446216	0.02727876515	-0.7171352918	0.4768152318	100000
smith09-reward_denoised	full	lateral-visual__brain-reward-signature	both-minus-mean-rtpj-vlpfc	27	0.01465151198	0.08288207462	0.0159506627	0.9185519283	0.3676763232	100000
smith09-reward_denoised	full	lateral-visual__brain-reward-signature	mean-stimulation-minus-sham	27	0.003819639392	0.1160549131	0.02233477844	0.1710175636	0.8631213688	100000
smith09-reward_denoised	full	lateral-visual__dmn	both-minus-sham	27	0.001375142286	0.2161601283	0.04160003608	0.03305627629	0.9741102589	100000
smith09-reward_denoised	full	lateral-visual__dmn	both-minus-rtpj	27	0.04036465828	0.1921437474	0.03697808143	1.091583357	0.2868171318	100000
smith09-reward_denoised	full	lateral-visual__dmn	both-minus-vlpfc	27	-0.003450622711	0.201268925	0.03873422268	-0.08908459941	0.9296607034	100000
smith09-reward_denoised	full	lateral-visual__dmn	rtpj-minus-vlpfc	27	-0.04381528098	0.1890589191	0.03638440594	-1.204232414	0.2370276297	100000
smith09-reward_denoised	full	lateral-visual__dmn	rtpj-minus-sham	27	-0.03898951599	0.1942733283	0.03738791946	-1.042837274	0.3026069739	100000
smith09-reward_denoised	full	lateral-visual__dmn	vlpfc-minus-sham	27	0.004825764996	0.1932545325	0.03719185212	0.1297532852	0.8986710133	100000
smith09-reward_denoised	full	lateral-visual__dmn	both-minus-mean-rtpj-vlpfc	27	0.01845701779	0.1725641365	0.03320998355	0.5557671463	0.5865241348	100000
smith09-reward_denoised	full	lateral-visual__dmn	mean-stimulation-minus-sham	27	-0.01092953623	0.16742237	0.03222045012	-0.3392111592	0.7405925941	100000
smith09-reward_denoised	full	lateral-visual__ecn	both-minus-sham	27	0.06072994877	0.2279973687	0.04387811406	1.384060142	0.1848781512	100000
smith09-reward_denoised	full	lateral-visual__ecn	both-minus-rtpj	27	0.01999119157	0.1819881918	0.03502364385	0.5707913104	0.5744342557	100000
smith09-reward_denoised	full	lateral-visual__ecn	both-minus-vlpfc	27	0.09727999812	0.2312204153	0.04449838967	2.186146484	0.0237397626	100000
smith09-reward_denoised	full	lateral-visual__ecn	rtpj-minus-vlpfc	27	0.07728880655	0.2142255429	0.04122772495	1.874680367	0.07236927631	100000
smith09-reward_denoised	full	lateral-visual__ecn	rtpj-minus-sham	27	0.04073875721	0.1524025096	0.02932987666	1.388984948	0.1799382006	100000
smith09-reward_denoised	full	lateral-visual__ecn	vlpfc-minus-sham	27	-0.03655004935	0.1866996022	0.0359303552	-1.017247092	0.3174768252	100000
smith09-reward_denoised	full	lateral-visual__ecn	both-minus-mean-rtpj-vlpfc	27	0.05863559484	0.1783764149	0.03432855706	1.708070477	0.09390906091	100000
smith09-reward_denoised	full	lateral-visual__ecn	mean-stimulation-minus-sham	27	0.02163955221	0.1482201943	0.02852498969	0.7586173542	0.4568354316	100000
smith09-reward_denoised	full	lateral-visual__left-fpn	both-minus-sham	27	-0.0184530686	0.1587186625	0.03054542084	-0.6041189839	0.5546644534	100000
smith09-reward_denoised	full	lateral-visual__left-fpn	both-minus-rtpj	27	-0.007330600117	0.1348788519	0.02595744715	-0.2824083614	0.7796322037	100000
smith09-reward_denoised	full	lateral-visual__left-fpn	both-minus-vlpfc	27	0.02732192611	0.1263604072	0.02431807171	1.123523544	0.2688573114	100000
smith09-reward_denoised	full	lateral-visual__left-fpn	rtpj-minus-vlpfc	27	0.03465252623	0.1414503571	0.02722213391	1.272954072	0.2149778502	100000
smith09-reward_denoised	full	lateral-visual__left-fpn	rtpj-minus-sham	27	-0.01112246848	0.1604286794	0.03087451374	-0.3602475676	0.7206227938	100000
smith09-reward_denoised	full	lateral-visual__left-fpn	vlpfc-minus-sham	27	-0.0457749947	0.1474667453	0.02837998837	-1.612932116	0.116398836	100000
smith09-reward_denoised	full	lateral-visual__left-fpn	both-minus-mean-rtpj-vlpfc	27	0.009995662996	0.1098980333	0.02114988637	0.4726107187	0.6385136149	100000
smith09-reward_denoised	full	lateral-visual__left-fpn	mean-stimulation-minus-sham	27	-0.02511684392	0.1349315823	0.02596759512	-0.9672379671	0.3416665833	100000
smith09-reward_denoised	full	lateral-visual__right-fpn	both-minus-sham	27	-0.01602522347	0.2226145707	0.0428421941	-0.374052352	0.7198328017	100000
smith09-reward_denoised	full	lateral-visual__right-fpn	both-minus-rtpj	27	-0.02285554421	0.209299576	0.04027972218	-0.5674206021	0.573804262	100000
smith09-reward_denoised	full	lateral-visual__right-fpn	both-minus-vlpfc	27	0.01954235218	0.1987391515	0.03824736754	0.5109463327	0.6453835462	100000
smith09-reward_denoised	full	lateral-visual__right-fpn	rtpj-minus-vlpfc	27	0.04239789639	0.1909852932	0.03675513681	1.153523019	0.2570274297	100000
smith09-reward_denoised	full	lateral-visual__right-fpn	rtpj-minus-sham	27	0.006830320736	0.154944211	0.02981902731	0.2290591395	0.8196418036	100000
smith09-reward_denoised	full	lateral-visual__right-fpn	vlpfc-minus-sham	27	-0.03556757565	0.1294478211	0.02491224479	-1.427714602	0.1648083519	100000
smith09-reward_denoised	full	lateral-visual__right-fpn	both-minus-mean-rtpj-vlpfc	27	-0.001656596015	0.1803688883	0.03471200874	-0.04772400317	0.9640803592	100000
smith09-reward_denoised	full	lateral-visual__right-fpn	mean-stimulation-minus-sham	27	-0.01492082613	0.1296088718	0.02494323902	-0.5981912022	0.5572944271	100000
smith09-reward_denoised	full	lateral-visual__sensorimotor	both-minus-sham	27	-0.004606208138	0.2124183445	0.04087992945	-0.1126765188	0.9106408936	100000
smith09-reward_denoised	full	lateral-visual__sensorimotor	both-minus-rtpj	27	0.02872049387	0.2234720679	0.04300721951	0.6678063402	0.5068849312	100000
smith09-reward_denoised	full	lateral-visual__sensorimotor	both-minus-vlpfc	27	0.002413205786	0.1597382282	0.03074163635	0.07849958794	0.9389306107	100000
smith09-reward_denoised	full	lateral-visual__sensorimotor	rtpj-minus-vlpfc	27	-0.02630728808	0.1732170267	0.03333563234	-0.7891642138	0.4348256517	100000
smith09-reward_denoised	full	lateral-visual__sensorimotor	rtpj-minus-sham	27	-0.03332670201	0.1270389657	0.02444866034	-1.363129985	0.1838681613	100000
smith09-reward_denoised	full	lateral-visual__sensorimotor	vlpfc-minus-sham	27	-0.007019413926	0.1729150551	0.03327751786	-0.2109356219	0.8349816502	100000
smith09-reward_denoised	full	lateral-visual__sensorimotor	both-minus-mean-rtpj-vlpfc	27	0.01556684983	0.1738591348	0.03345920609	0.465248631	0.646403536	100000
smith09-reward_denoised	full	lateral-visual__sensorimotor	mean-stimulation-minus-sham	27	-0.01498410802	0.1366341422	0.02629525293	-0.569840802	0.5750342497	100000
smith09-reward_denoised	full	left-fpn__brain-reward-signature	both-minus-sham	27	0.02800597789	0.1697099215	0.03266068962	0.8574827479	0.400795992	100000
smith09-reward_denoised	full	left-fpn__brain-reward-signature	both-minus-rtpj	27	-0.01056554782	0.1866969836	0.03592985126	-0.2940604386	0.7703322967	100000
smith09-reward_denoised	full	left-fpn__brain-reward-signature	both-minus-vlpfc	27	-0.03491687591	0.1077607159	0.02073855944	-1.683669303	0.1027789722	100000
smith09-reward_denoised	full	left-fpn__brain-reward-signature	rtpj-minus-vlpfc	27	-0.0243513281	0.1490692326	0.02868838718	-0.8488217877	0.3991560084	100000
smith09-reward_denoised	full	left-fpn__brain-reward-signature	rtpj-minus-sham	27	0.0385715257	0.1777030723	0.03419897221	1.127856284	0.2679573204	100000
smith09-reward_denoised	full	left-fpn__brain-reward-signature	vlpfc-minus-sham	27	0.0629228538	0.1437161298	0.02765818207	2.275017701	0.0299997	100000
smith09-reward_denoised	full	left-fpn__brain-reward-signature	both-minus-mean-rtpj-vlpfc	27	-0.02274121187	0.1329611175	0.025588379	-0.8887320244	0.3790462095	100000
smith09-reward_denoised	full	left-fpn__brain-reward-signature	mean-stimulation-minus-sham	27	0.0431667858	0.1392091649	0.02679081627	1.611253101	0.1197188028	100000
smith09-reward_denoised	full	occipital-pole__auditory	both-minus-sham	27	0.04688775939	0.2506383506	0.04823537306	0.9720617136	0.4025559744	100000
smith09-reward_denoised	full	occipital-pole__auditory	both-minus-rtpj	27	0.01654628165	0.2238447518	0.04307894257	0.3840921031	0.7032929671	100000
smith09-reward_denoised	full	occipital-pole__auditory	both-minus-vlpfc	27	0.04486303665	0.2524441193	0.04858289342	0.9234327867	0.4248057519	100000
smith09-reward_denoised	full	occipital-pole__auditory	rtpj-minus-vlpfc	27	0.028316755	0.2264453221	0.04357942256	0.6497735246	0.5225547745	100000
smith09-reward_denoised	full	occipital-pole__auditory	rtpj-minus-sham	27	0.03034147773	0.2349532869	0.04521678115	0.6710225044	0.5087449126	100000
smith09-reward_denoised	full	occipital-pole__auditory	vlpfc-minus-sham	27	0.002024722734	0.1746035696	0.03360247263	0.06025517101	0.9522304777	100000
smith09-reward_denoised	full	occipital-pole__auditory	both-minus-mean-rtpj-vlpfc	27	0.03070465915	0.2099949575	0.04041354841	0.7597615246	0.4816651833	100000
smith09-reward_denoised	full	occipital-pole__auditory	mean-stimulation-minus-sham	27	0.02641798661	0.1765141224	0.0339701587	0.7776821665	0.4579754202	100000
smith09-reward_denoised	full	occipital-pole__brain-reward-signature	both-minus-sham	27	-0.0167455255	0.1573512996	0.03028227172	-0.5529811518	0.5884741153	100000
smith09-reward_denoised	full	occipital-pole__brain-reward-signature	both-minus-rtpj	27	-0.001249242723	0.1796464476	0.03457297497	-0.03613350381	0.9711702883	100000
smith09-reward_denoised	full	occipital-pole__brain-reward-signature	both-minus-vlpfc	27	-0.005472318119	0.1242771137	0.02391714169	-0.2288031819	0.8193318067	100000
