analysis	correlation_type	network_a	component_a	network_b	component_b	network_pair	participant	run	condition	condition_order	dual_regression_label	n_timepoints	r	fisher_z
smith09_denoised	partial	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-234	03	vlpfc	03	subject00090	240	-0.03511308965	-0.03512753098
smith09_denoised	partial	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-234	03	vlpfc	03	subject00090	240	-0.1183716653	-0.1189292291
smith09_denoised	partial	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-234	03	vlpfc	03	subject00090	240	0.07129266212	0.07141381687
smith09_denoised	partial	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-234	03	vlpfc	03	subject00090	240	-0.1252504791	-0.1259116772
smith09_denoised	partial	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-234	03	vlpfc	03	subject00090	240	-0.2013416245	-0.2041304712
smith09_denoised	partial	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-234	03	vlpfc	03	subject00090	240	-0.02263042855	-0.02263429303
smith09_denoised	partial	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-234	03	vlpfc	03	subject00090	240	0.05111239973	0.05115697963
smith09_denoised	partial	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-234	03	vlpfc	03	subject00090	240	0.2323441462	0.2366659594
smith09_denoised	partial	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-234	03	vlpfc	03	subject00090	240	-0.4569440102	-0.4934419754
smith09_denoised	partial	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-234	03	vlpfc	03	subject00090	240	-0.08696515099	-0.08718538858
smith09_denoised	partial	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-234	03	vlpfc	03	subject00090	240	-0.1823523682	-0.1844148947
smith09_denoised	partial	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-234	03	vlpfc	03	subject00090	240	-0.1521346093	-0.1533248984
smith09_denoised	partial	dmn	4	auditory	7	dmn__auditory	sub-234	03	vlpfc	03	subject00090	240	-0.1660190916	-0.1675701149
smith09_denoised	partial	dmn	4	ecn	8	dmn__ecn	sub-234	03	vlpfc	03	subject00090	240	-0.05056543246	-0.05060859499
smith09_denoised	partial	dmn	4	right-fpn	9	dmn__right-fpn	sub-234	03	vlpfc	03	subject00090	240	0.2019761823	0.204791928
smith09_denoised	partial	dmn	4	left-fpn	10	dmn__left-fpn	sub-234	03	vlpfc	03	subject00090	240	0.161636251	0.1630663885
smith09_denoised	partial	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-234	03	vlpfc	03	subject00090	240	-0.07218949123	-0.07231528571
smith09_denoised	partial	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-234	03	vlpfc	03	subject00090	240	0.189851512	0.1921831246
smith09_denoised	partial	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-234	03	vlpfc	03	subject00090	240	-0.03223102733	-0.03224219524
smith09_denoised	partial	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-234	03	vlpfc	03	subject00090	240	0.08865205197	0.08888539764
smith09_denoised	partial	auditory	7	ecn	8	auditory__ecn	sub-234	03	vlpfc	03	subject00090	240	-0.02029150613	-0.0202942918
smith09_denoised	partial	auditory	7	right-fpn	9	auditory__right-fpn	sub-234	03	vlpfc	03	subject00090	240	0.01346535969	0.01346617361
smith09_denoised	partial	auditory	7	left-fpn	10	auditory__left-fpn	sub-234	03	vlpfc	03	subject00090	240	-0.1720215913	-0.1737491575
smith09_denoised	partial	ecn	8	right-fpn	9	ecn__right-fpn	sub-234	03	vlpfc	03	subject00090	240	0.09160752952	0.09186508254
smith09_denoised	partial	ecn	8	left-fpn	10	ecn__left-fpn	sub-234	03	vlpfc	03	subject00090	240	-0.1861778691	-0.1883748563
smith09_denoised	partial	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-234	03	vlpfc	03	subject00090	240	-0.09163931227	-0.09189713436
smith09_denoised	full	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-234	01	both	04	subject00091	240	0.2855260577	0.293688385
smith09_denoised	full	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-234	01	both	04	subject00091	240	0.5567330123	0.628086206
smith09_denoised	full	primary-visual	1	dmn	4	primary-visual__dmn	sub-234	01	both	04	subject00091	240	0.3035336284	0.3134072608
smith09_denoised	full	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-234	01	both	04	subject00091	240	-0.1318455913	-0.1326176285
smith09_denoised	full	primary-visual	1	auditory	7	primary-visual__auditory	sub-234	01	both	04	subject00091	240	-0.4034391934	-0.4277499473
smith09_denoised	full	primary-visual	1	ecn	8	primary-visual__ecn	sub-234	01	both	04	subject00091	240	-0.2897615881	-0.2983059799
smith09_denoised	full	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-234	01	both	04	subject00091	240	-0.1467982324	-0.1478665672
smith09_denoised	full	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-234	01	both	04	subject00091	240	-0.2465318444	-0.2517168473
smith09_denoised	full	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-234	01	both	04	subject00091	240	0.2243709958	0.2282540999
smith09_denoised	full	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-234	01	both	04	subject00091	240	-0.03975095412	-0.03977191133
smith09_denoised	full	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-234	01	both	04	subject00091	240	-0.06555702029	-0.06565117851
smith09_denoised	full	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-234	01	both	04	subject00091	240	-0.1486248775	-0.1497339569
smith09_denoised	full	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-234	01	both	04	subject00091	240	-0.03091074635	-0.0309205968
smith09_denoised	full	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-234	01	both	04	subject00091	240	-0.03307469178	-0.03308676023
smith09_denoised	full	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-234	01	both	04	subject00091	240	-0.1912209176	-0.1936041183
smith09_denoised	full	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-234	01	both	04	subject00091	240	0.2252622442	0.2291927922
smith09_denoised	full	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-234	01	both	04	subject00091	240	-0.1131116981	-0.1135978288
smith09_denoised	full	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-234	01	both	04	subject00091	240	-0.1228589079	-0.1234827243
smith09_denoised	full	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-234	01	both	04	subject00091	240	-0.1499699622	-0.1511097069
smith09_denoised	full	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-234	01	both	04	subject00091	240	0.003263741063	0.003263752652
smith09_denoised	full	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-234	01	both	04	subject00091	240	-0.06102219514	-0.06109810777
smith09_denoised	full	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-234	01	both	04	subject00091	240	-0.05969117253	-0.05976221841
smith09_denoised	full	dmn	4	auditory	7	dmn__auditory	sub-234	01	both	04	subject00091	240	-0.2535528697	-0.2592061517
smith09_denoised	full	dmn	4	ecn	8	dmn__ecn	sub-234	01	both	04	subject00091	240	-0.1163168185	-0.1168456918
smith09_denoised	full	dmn	4	right-fpn	9	dmn__right-fpn	sub-234	01	both	04	subject00091	240	-0.2181879957	-0.2217527381
smith09_denoised	full	dmn	4	left-fpn	10	dmn__left-fpn	sub-234	01	both	04	subject00091	240	-0.09436013677	-0.0946416982
smith09_denoised	full	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-234	01	both	04	subject00091	240	-0.4046699303	-0.4292208192
smith09_denoised	full	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-234	01	both	04	subject00091	240	-0.3190403349	-0.3305783283
smith09_denoised	full	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-234	01	both	04	subject00091	240	0.3230307664	0.3350272961
smith09_denoised	full	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-234	01	both	04	subject00091	240	0.09808616562	0.09840255292
smith09_denoised	full	auditory	7	ecn	8	auditory__ecn	sub-234	01	both	04	subject00091	240	0.1932553763	0.1957166473
smith09_denoised	full	auditory	7	right-fpn	9	auditory__right-fpn	sub-234	01	both	04	subject00091	240	0.2273197357	0.2313613304
smith09_denoised	full	auditory	7	left-fpn	10	auditory__left-fpn	sub-234	01	both	04	subject00091	240	0.4338145144	0.4645859634
smith09_denoised	full	ecn	8	right-fpn	9	ecn__right-fpn	sub-234	01	both	04	subject00091	240	-0.1673262716	-0.1689146459
smith09_denoised	full	ecn	8	left-fpn	10	ecn__left-fpn	sub-234	01	both	04	subject00091	240	-0.1514373447	-0.1526111907
smith09_denoised	full	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-234	01	both	04	subject00091	240	0.3674481148	0.3854696714
smith09_denoised	partial	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-234	01	both	04	subject00091	240	0.1239514784	0.1245921908
smith09_denoised	partial	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-234	01	both	04	subject00091	240	0.4730192002	0.5139526682
smith09_denoised	partial	primary-visual	1	dmn	4	primary-visual__dmn	sub-234	01	both	04	subject00091	240	0.09392564266	0.09420331878
smith09_denoised	partial	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-234	01	both	04	subject00091	240	-0.3388899396	-0.3528379072
smith09_denoised	partial	primary-visual	1	auditory	7	primary-visual__auditory	sub-234	01	both	04	subject00091	240	-0.3786979509	-0.3985387319
smith09_denoised	partial	primary-visual	1	ecn	8	primary-visual__ecn	sub-234	01	both	04	subject00091	240	-0.3111217933	-0.3217869467
smith09_denoised	partial	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-234	01	both	04	subject00091	240	0.04434110504	0.04437019955
smith09_denoised	partial	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-234	01	both	04	subject00091	240	-0.06703691096	-0.06713760272
smith09_denoised	partial	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-234	01	both	04	subject00091	240	0.1214412517	0.122043595
smith09_denoised	partial	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-234	01	both	04	subject00091	240	-0.2072143573	-0.2102589636
smith09_denoised	partial	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-234	01	both	04	subject00091	240	-0.08863666774	-0.08886989156
smith09_denoised	partial	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-234	01	both	04	subject00091	240	-0.04374338638	-0.04377131921
smith09_denoised	partial	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-234	01	both	04	subject00091	240	0.03391496945	0.03392798172
smith09_denoised	partial	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-234	01	both	04	subject00091	240	-0.01292527307	-0.01292599292
smith09_denoised	partial	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-234	01	both	04	subject00091	240	-0.2661386665	-0.272703518
smith09_denoised	partial	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-234	01	both	04	subject00091	240	0.1303020451	0.1310470997
smith09_denoised	partial	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-234	01	both	04	subject00091	240	0.005147821412	0.005147866886
smith09_denoised	partial	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-234	01	both	04	subject00091	240	0.08515732403	0.08536407145
smith09_denoised	partial	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-234	01	both	04	subject00091	240	0.02503048689	0.02503571626
smith09_denoised	partial	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-234	01	both	04	subject00091	240	0.09170968027	0.09196809875
smith09_denoised	partial	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-234	01	both	04	subject00091	240	0.06165491551	0.06173321771
smith09_denoised	partial	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-234	01	both	04	subject00091	240	-0.1056761228	-0.1060721572
smith09_denoised	partial	dmn	4	auditory	7	dmn__auditory	sub-234	01	both	04	subject00091	240	-0.1603995962	-0.1617968177
smith09_denoised	partial	dmn	4	ecn	8	dmn__ecn	sub-234	01	both	04	subject00091	240	-0.04552514116	-0.04555663119
smith09_denoised	partial	dmn	4	right-fpn	9	dmn__right-fpn	sub-234	01	both	04	subject00091	240	-0.1670532085	-0.1686337305
smith09_denoised	partial	dmn	4	left-fpn	10	dmn__left-fpn	sub-234	01	both	04	subject00091	240	-0.03895434449	-0.03897406609
smith09_denoised	partial	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-234	01	both	04	subject00091	240	-0.5969213456	-0.6883505902
smith09_denoised	partial	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-234	01	both	04	subject00091	240	-0.2720530859	-0.2790796759
smith09_denoised	partial	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-234	01	both	04	subject00091	240	0.3496724072	0.3650704779
smith09_denoised	partial	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-234	01	both	04	subject00091	240	0.06739121127	0.06749351093
smith09_denoised	partial	auditory	7	ecn	8	auditory__ecn	sub-234	01	both	04	subject00091	240	-0.01928083919	-0.01928322894
smith09_denoised	partial	auditory	7	right-fpn	9	auditory__right-fpn	sub-234	01	both	04	subject00091	240	0.269143464	0.2759401654
smith09_denoised	partial	auditory	7	left-fpn	10	auditory__left-fpn	sub-234	01	both	04	subject00091	240	0.3364960436	0.3501358793
smith09_denoised	partial	ecn	8	right-fpn	9	ecn__right-fpn	sub-234	01	both	04	subject00091	240	-0.03992467647	-0.03994590982
smith09_denoised	partial	ecn	8	left-fpn	10	ecn__left-fpn	sub-234	01	both	04	subject00091	240	-0.1225588367	-0.1231780656
smith09_denoised	partial	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-234	01	both	04	subject00091	240	0.08127911748	0.08145881491
smith09_denoised	full	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-235	01	sham	01	subject00092	240	0.2875327577	0.2958745699
smith09_denoised	full	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-235	01	sham	01	subject00092	240	0.2248829395	0.2287932476
smith09_denoised	full	primary-visual	1	dmn	4	primary-visual__dmn	sub-235	01	sham	01	subject00092	240	-0.2915086174	-0.3002141944
smith09_denoised	full	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-235	01	sham	01	subject00092	240	0.1965657419	0.1991577443
smith09_denoised	full	primary-visual	1	auditory	7	primary-visual__auditory	sub-235	01	sham	01	subject00092	240	0.2533313731	0.2589694511
smith09_denoised	full	primary-visual	1	ecn	8	primary-visual__ecn	sub-235	01	sham	01	subject00092	240	-0.069650234	-0.06976319099
smith09_denoised	full	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-235	01	sham	01	subject00092	240	-0.1500953046	-0.1512379356
smith09_denoised	full	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-235	01	sham	01	subject00092	240	-0.1614996377	-0.1629261135
smith09_denoised	full	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-235	01	sham	01	subject00092	240	0.2198598074	0.2235087908
smith09_denoised	full	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-235	01	sham	01	subject00092	240	-0.07051947361	-0.07063672134
smith09_denoised	full	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-235	01	sham	01	subject00092	240	-0.05443456198	-0.05448842318
smith09_denoised	full	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-235	01	sham	01	subject00092	240	-0.06408557393	-0.06417352307
smith09_denoised	full	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-235	01	sham	01	subject00092	240	0.03430081092	0.03431427258
smith09_denoised	full	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-235	01	sham	01	subject00092	240	-0.02274175366	-0.02274567546
smith09_denoised	full	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-235	01	sham	01	subject00092	240	0.01881139593	0.01881361532
smith09_denoised	full	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-235	01	sham	01	subject00092	240	-0.5337419189	-0.5953632122
smith09_denoised	full	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-235	01	sham	01	subject00092	240	0.2603667756	0.2665018143
smith09_denoised	full	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-235	01	sham	01	subject00092	240	0.2528792157	0.2584863448
smith09_denoised	full	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-235	01	sham	01	subject00092	240	-0.3129978667	-0.323865426
smith09_denoised	full	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-235	01	sham	01	subject00092	240	0.02388140401	0.02388594559
smith09_denoised	full	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-235	01	sham	01	subject00092	240	-0.05896547479	-0.05903395726
smith09_denoised	full	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-235	01	sham	01	subject00092	240	-0.283996509	-0.2920238614
smith09_denoised	full	dmn	4	auditory	7	dmn__auditory	sub-235	01	sham	01	subject00092	240	-0.346251641	-0.3611784711
smith09_denoised	full	dmn	4	ecn	8	dmn__ecn	sub-235	01	sham	01	subject00092	240	0.1895562073	0.1918767959
smith09_denoised	full	dmn	4	right-fpn	9	dmn__right-fpn	sub-235	01	sham	01	subject00092	240	0.0926555705	0.09292209578
smith09_denoised	full	dmn	4	left-fpn	10	dmn__left-fpn	sub-235	01	sham	01	subject00092	240	0.1258217751	0.1264921206
smith09_denoised	full	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-235	01	sham	01	subject00092	240	0.2909735717	0.2996295591
smith09_denoised	full	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-235	01	sham	01	subject00092	240	-0.2411852731	-0.2460322107
smith09_denoised	full	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-235	01	sham	01	subject00092	240	-0.05405574277	-0.05410848598
smith09_denoised	full	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-235	01	sham	01	subject00092	240	-0.1501536598	-0.1512976364
smith09_denoised	full	auditory	7	ecn	8	auditory__ecn	sub-235	01	sham	01	subject00092	240	-0.2017918577	-0.2045997717
smith09_denoised	full	auditory	7	right-fpn	9	auditory__right-fpn	sub-235	01	sham	01	subject00092	240	-0.072771375	-0.07290024252
smith09_denoised	full	auditory	7	left-fpn	10	auditory__left-fpn	sub-235	01	sham	01	subject00092	240	-0.1548483195	-0.1561040872
smith09_denoised	full	ecn	8	right-fpn	9	ecn__right-fpn	sub-235	01	sham	01	subject00092	240	0.04231440348	0.04233968541
smith09_denoised	full	ecn	8	left-fpn	10	ecn__left-fpn	sub-235	01	sham	01	subject00092	240	-0.009218571236	-0.009218832388
smith09_denoised	full	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-235	01	sham	01	subject00092	240	0.2967758641	0.3059803448
smith09_denoised	partial	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-235	01	sham	01	subject00092	240	0.2911741492	0.2998487034
smith09_denoised	partial	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-235	01	sham	01	subject00092	240	0.009782990563	0.009783302681
smith09_denoised	partial	primary-visual	1	dmn	4	primary-visual__dmn	sub-235	01	sham	01	subject00092	240	-0.1533863847	-0.1546065832
smith09_denoised	partial	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-235	01	sham	01	subject00092	240	0.09719889954	0.09750674611
smith09_denoised	partial	primary-visual	1	auditory	7	primary-visual__auditory	sub-235	01	sham	01	subject00092	240	0.1655329764	0.1670702629
smith09_denoised	partial	primary-visual	1	ecn	8	primary-visual__ecn	sub-235	01	sham	01	subject00092	240	0.02026267722	0.02026545103
smith09_denoised	partial	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-235	01	sham	01	subject00092	240	-0.09866130459	-0.09898331215
smith09_denoised	partial	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-235	01	sham	01	subject00092	240	-0.08532947769	-0.08553748522
smith09_denoised	partial	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-235	01	sham	01	subject00092	240	0.2507442964	0.2562068858
smith09_denoised	partial	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-235	01	sham	01	subject00092	240	0.04270447091	0.042730459
smith09_denoised	partial	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-235	01	sham	01	subject00092	240	-0.121781893	-0.1223893499
smith09_denoised	partial	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-235	01	sham	01	subject00092	240	-0.141288098	-0.142239668
smith09_denoised	partial	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-235	01	sham	01	subject00092	240	0.09383643105	0.09411331389
smith09_denoised	partial	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-235	01	sham	01	subject00092	240	-0.04351858926	-0.04354609333
smith09_denoised	partial	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-235	01	sham	01	subject00092	240	0.03639247436	0.03640855335
smith09_denoised	partial	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-235	01	sham	01	subject00092	240	-0.4282137415	-0.4577072815
smith09_denoised	partial	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-235	01	sham	01	subject00092	240	0.1110668715	0.1115269832
smith09_denoised	partial	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-235	01	sham	01	subject00092	240	0.0633262051	0.06341105979
smith09_denoised	partial	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-235	01	sham	01	subject00092	240	-0.2569019215	-0.2627885702
smith09_denoised	partial	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-235	01	sham	01	subject00092	240	0.1253933489	0.1260568267
smith09_denoised	partial	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-235	01	sham	01	subject00092	240	-0.009452884436	-0.009453166012
smith09_denoised	partial	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-235	01	sham	01	subject00092	240	-0.1179024704	-0.1184533932
smith09_denoised	partial	dmn	4	auditory	7	dmn__auditory	sub-235	01	sham	01	subject00092	240	-0.1913266355	-0.1937138507
smith09_denoised	partial	dmn	4	ecn	8	dmn__ecn	sub-235	01	sham	01	subject00092	240	-0.008954258131	-0.008954497456
smith09_denoised	partial	dmn	4	right-fpn	9	dmn__right-fpn	sub-235	01	sham	01	subject00092	240	0.05278445714	0.05283356192
smith09_denoised	partial	dmn	4	left-fpn	10	dmn__left-fpn	sub-235	01	sham	01	subject00092	240	0.0107010833	0.0107014918
smith09_denoised	partial	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-235	01	sham	01	subject00092	240	0.131474431	0.1322399208
smith09_denoised	partial	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-235	01	sham	01	subject00092	240	-0.1283709238	-0.1290831245
smith09_denoised	partial	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-235	01	sham	01	subject00092	240	-0.01101260233	-0.01101304755
smith09_denoised	partial	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-235	01	sham	01	subject00092	240	-0.1055156877	-0.105909913
smith09_denoised	partial	auditory	7	ecn	8	auditory__ecn	sub-235	01	sham	01	subject00092	240	-0.08791777586	-0.08814535342
smith09_denoised	partial	auditory	7	right-fpn	9	auditory__right-fpn	sub-235	01	sham	01	subject00092	240	-0.009396861775	-0.009397138374
smith09_denoised	partial	auditory	7	left-fpn	10	auditory__left-fpn	sub-235	01	sham	01	subject00092	240	-0.08424966504	-0.08444985317
smith09_denoised	partial	ecn	8	right-fpn	9	ecn__right-fpn	sub-235	01	sham	01	subject00092	240	0.08115947598	0.08133837895
smith09_denoised	partial	ecn	8	left-fpn	10	ecn__left-fpn	sub-235	01	sham	01	subject00092	240	-0.07035503693	-0.07047146476
smith09_denoised	partial	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-235	01	sham	01	subject00092	240	0.2626166768	0.2689168522
smith09_denoised	full	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-235	03	rtpj	02	subject00093	240	0.3508692473	0.3664346933
smith09_denoised	full	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-235	03	rtpj	02	subject00093	240	-0.0545538983	-0.05460811494
smith09_denoised	full	primary-visual	1	dmn	4	primary-visual__dmn	sub-235	03	rtpj	02	subject00093	240	-0.04785536141	-0.04789194344
smith09_denoised	full	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-235	03	rtpj	02	subject00093	240	-0.09815234867	-0.09846937934
smith09_denoised	full	primary-visual	1	auditory	7	primary-visual__auditory	sub-235	03	rtpj	02	subject00093	240	-0.0643557052	-0.06444477305
smith09_denoised	full	primary-visual	1	ecn	8	primary-visual__ecn	sub-235	03	rtpj	02	subject00093	240	0.292455174	0.3012489691
smith09_denoised	full	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-235	03	rtpj	02	subject00093	240	0.06559444008	0.06568875991
smith09_denoised	full	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-235	03	rtpj	02	subject00093	240	-0.09348055049	-0.09375428395
smith09_denoised	full	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-235	03	rtpj	02	subject00093	240	0.01544724359	0.01544847243
smith09_denoised	full	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-235	03	rtpj	02	subject00093	240	0.1277563572	0.1284583107
smith09_denoised	full	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-235	03	rtpj	02	subject00093	240	-0.3811826179	-0.4014425862
smith09_denoised	full	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-235	03	rtpj	02	subject00093	240	-0.4259423709	-0.4549291984
smith09_denoised	full	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-235	03	rtpj	02	subject00093	240	0.1109867451	0.1114458568
smith09_denoised	full	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-235	03	rtpj	02	subject00093	240	-0.03958204145	-0.03960273247
smith09_denoised	full	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-235	03	rtpj	02	subject00093	240	-0.215863521	-0.2193133673
smith09_denoised	full	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-235	03	rtpj	02	subject00093	240	-0.19097726	-0.1933512253
smith09_denoised	full	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-235	03	rtpj	02	subject00093	240	0.1609492026	0.1623609889
smith09_denoised	full	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-235	03	rtpj	02	subject00093	240	0.1810875233	0.1831068554
smith09_denoised	full	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-235	03	rtpj	02	subject00093	240	-0.3722228428	-0.3910009793
smith09_denoised	full	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-235	03	rtpj	02	subject00093	240	0.09977019709	0.100103229
smith09_denoised	full	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-235	03	rtpj	02	subject00093	240	-0.1868603296	-0.1890819149
smith09_denoised	full	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-235	03	rtpj	02	subject00093	240	-0.1521427155	-0.1533331967
smith09_denoised	full	dmn	4	auditory	7	dmn__auditory	sub-235	03	rtpj	02	subject00093	240	-0.1760667515	-0.1779206854
smith09_denoised	full	dmn	4	ecn	8	dmn__ecn	sub-235	03	rtpj	02	subject00093	240	0.03294729906	0.03295922853
