analysis	correlation_type	network_a	component_a	network_b	component_b	network_pair	participant	run	condition	condition_order	dual_regression_label	n_timepoints	r	fisher_z
smith09_denoised	partial	dmn	4	ecn	8	dmn__ecn	sub-210	02	both	04	subject00023	240	-0.1879145418	-0.1901744921
smith09_denoised	partial	dmn	4	right-fpn	9	dmn__right-fpn	sub-210	02	both	04	subject00023	240	-0.2574020074	-0.263324067
smith09_denoised	partial	dmn	4	left-fpn	10	dmn__left-fpn	sub-210	02	both	04	subject00023	240	-0.1122490247	-0.1127240612
smith09_denoised	partial	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-210	02	both	04	subject00023	240	-0.01982213189	-0.01982472866
smith09_denoised	partial	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-210	02	both	04	subject00023	240	0.07057416395	0.07069168523
smith09_denoised	partial	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-210	02	both	04	subject00023	240	-0.0548612092	-0.05491634836
smith09_denoised	partial	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-210	02	both	04	subject00023	240	-0.2763087401	-0.2836812646
smith09_denoised	partial	auditory	7	ecn	8	auditory__ecn	sub-210	02	both	04	subject00023	240	-0.1039033933	-0.1042797449
smith09_denoised	partial	auditory	7	right-fpn	9	auditory__right-fpn	sub-210	02	both	04	subject00023	240	-0.04275903648	-0.04278512439
smith09_denoised	partial	auditory	7	left-fpn	10	auditory__left-fpn	sub-210	02	both	04	subject00023	240	0.03454953541	0.03456329218
smith09_denoised	partial	ecn	8	right-fpn	9	ecn__right-fpn	sub-210	02	both	04	subject00023	240	0.1014321018	0.1017821255
smith09_denoised	partial	ecn	8	left-fpn	10	ecn__left-fpn	sub-210	02	both	04	subject00023	240	0.173496226	0.1752691579
smith09_denoised	partial	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-210	02	both	04	subject00023	240	0.06673990183	0.06683925878
smith09_denoised	full	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-211	04	sham	01	subject00024	240	0.2380341016	0.2426890984
smith09_denoised	full	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-211	04	sham	01	subject00024	240	0.1397789185	0.1407000818
smith09_denoised	full	primary-visual	1	dmn	4	primary-visual__dmn	sub-211	04	sham	01	subject00024	240	0.0002913212615	0.0002913212697
smith09_denoised	full	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-211	04	sham	01	subject00024	240	0.08166466634	0.08184694002
smith09_denoised	full	primary-visual	1	auditory	7	primary-visual__auditory	sub-211	04	sham	01	subject00024	240	0.1455773436	0.146619017
smith09_denoised	full	primary-visual	1	ecn	8	primary-visual__ecn	sub-211	04	sham	01	subject00024	240	-0.07112554851	-0.07124585156
smith09_denoised	full	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-211	04	sham	01	subject00024	240	-0.001318035005	-0.001318035768
smith09_denoised	full	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-211	04	sham	01	subject00024	240	-0.04107563003	-0.04109875448
smith09_denoised	full	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-211	04	sham	01	subject00024	240	0.4095228295	0.4350377669
smith09_denoised	full	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-211	04	sham	01	subject00024	240	-0.03138053297	-0.03139083959
smith09_denoised	full	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-211	04	sham	01	subject00024	240	0.06920059793	0.06931137722
smith09_denoised	full	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-211	04	sham	01	subject00024	240	0.02661363463	0.02661992066
smith09_denoised	full	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-211	04	sham	01	subject00024	240	-0.07608064898	-0.07622795256
smith09_denoised	full	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-211	04	sham	01	subject00024	240	-0.1882449151	-0.1905169805
smith09_denoised	full	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-211	04	sham	01	subject00024	240	-0.07978011294	-0.07995002555
smith09_denoised	full	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-211	04	sham	01	subject00024	240	-0.2464741193	-0.2516553876
smith09_denoised	full	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-211	04	sham	01	subject00024	240	0.1437892877	0.1447927305
smith09_denoised	full	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-211	04	sham	01	subject00024	240	0.2831499378	0.2911032611
smith09_denoised	full	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-211	04	sham	01	subject00024	240	-0.2810375762	-0.2888082702
smith09_denoised	full	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-211	04	sham	01	subject00024	240	-0.2667615828	-0.2733740384
smith09_denoised	full	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-211	04	sham	01	subject00024	240	-0.1712979746	-0.1730035705
smith09_denoised	full	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-211	04	sham	01	subject00024	240	-0.498703824	-0.5475794
smith09_denoised	full	dmn	4	auditory	7	dmn__auditory	sub-211	04	sham	01	subject00024	240	-0.09297878406	-0.09324811804
smith09_denoised	full	dmn	4	ecn	8	dmn__ecn	sub-211	04	sham	01	subject00024	240	0.005894003702	0.005894071955
smith09_denoised	full	dmn	4	right-fpn	9	dmn__right-fpn	sub-211	04	sham	01	subject00024	240	-0.02086813762	-0.02087116763
smith09_denoised	full	dmn	4	left-fpn	10	dmn__left-fpn	sub-211	04	sham	01	subject00024	240	0.1061040856	0.1065049731
smith09_denoised	full	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-211	04	sham	01	subject00024	240	0.2589817466	0.2650166385
smith09_denoised	full	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-211	04	sham	01	subject00024	240	0.1550778705	0.1563392862
smith09_denoised	full	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-211	04	sham	01	subject00024	240	0.04252203324	0.04254768944
smith09_denoised	full	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-211	04	sham	01	subject00024	240	-0.05655877879	-0.05661920335
smith09_denoised	full	auditory	7	ecn	8	auditory__ecn	sub-211	04	sham	01	subject00024	240	-0.06631393413	-0.06641139743
smith09_denoised	full	auditory	7	right-fpn	9	auditory__right-fpn	sub-211	04	sham	01	subject00024	240	-0.0464374088	-0.04647083177
smith09_denoised	full	auditory	7	left-fpn	10	auditory__left-fpn	sub-211	04	sham	01	subject00024	240	0.01026226263	0.01026262291
smith09_denoised	full	ecn	8	right-fpn	9	ecn__right-fpn	sub-211	04	sham	01	subject00024	240	0.008550541748	0.008550750139
smith09_denoised	full	ecn	8	left-fpn	10	ecn__left-fpn	sub-211	04	sham	01	subject00024	240	-0.0502191327	-0.0502614136
smith09_denoised	full	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-211	04	sham	01	subject00024	240	0.1357199274	0.1365625758
smith09_denoised	partial	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-211	04	sham	01	subject00024	240	0.2156431849	0.2190822739
smith09_denoised	partial	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-211	04	sham	01	subject00024	240	0.0032187534	0.003218764515
smith09_denoised	partial	primary-visual	1	dmn	4	primary-visual__dmn	sub-211	04	sham	01	subject00024	240	0.04753313233	0.0475689797
smith09_denoised	partial	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-211	04	sham	01	subject00024	240	0.06170474191	0.0617832344
smith09_denoised	partial	primary-visual	1	auditory	7	primary-visual__auditory	sub-211	04	sham	01	subject00024	240	0.1187269128	0.1192895404
smith09_denoised	partial	primary-visual	1	ecn	8	primary-visual__ecn	sub-211	04	sham	01	subject00024	240	-0.05040993177	-0.05045269692
smith09_denoised	partial	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-211	04	sham	01	subject00024	240	0.055777116	0.05583506669
smith09_denoised	partial	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-211	04	sham	01	subject00024	240	-0.0376521386	-0.03766994669
smith09_denoised	partial	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-211	04	sham	01	subject00024	240	0.3813062294	0.4015872198
smith09_denoised	partial	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-211	04	sham	01	subject00024	240	0.1048262856	0.1052128001
smith09_denoised	partial	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-211	04	sham	01	subject00024	240	0.03441487474	0.03442847121
smith09_denoised	partial	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-211	04	sham	01	subject00024	240	-0.1338092302	-0.134616535
smith09_denoised	partial	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-211	04	sham	01	subject00024	240	0.02057168323	0.0205745859
smith09_denoised	partial	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-211	04	sham	01	subject00024	240	-0.103215013	-0.103583902
smith09_denoised	partial	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-211	04	sham	01	subject00024	240	0.01948743203	0.01948989944
smith09_denoised	partial	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-211	04	sham	01	subject00024	240	-0.2266761365	-0.230682766
smith09_denoised	partial	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-211	04	sham	01	subject00024	240	0.008182637501	0.008182820133
smith09_denoised	partial	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-211	04	sham	01	subject00024	240	0.2696223841	0.2764565587
smith09_denoised	partial	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-211	04	sham	01	subject00024	240	-0.2778368895	-0.2853364846
smith09_denoised	partial	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-211	04	sham	01	subject00024	240	-0.2104703158	-0.213663411
smith09_denoised	partial	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-211	04	sham	01	subject00024	240	-0.1434966915	-0.1444939698
smith09_denoised	partial	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-211	04	sham	01	subject00024	240	-0.4577929809	-0.4945155157
smith09_denoised	partial	dmn	4	auditory	7	dmn__auditory	sub-211	04	sham	01	subject00024	240	0.1004420361	0.1007818688
smith09_denoised	partial	dmn	4	ecn	8	dmn__ecn	sub-211	04	sham	01	subject00024	240	0.05090032554	0.05094435225
smith09_denoised	partial	dmn	4	right-fpn	9	dmn__right-fpn	sub-211	04	sham	01	subject00024	240	-0.04713634832	-0.04717130467
smith09_denoised	partial	dmn	4	left-fpn	10	dmn__left-fpn	sub-211	04	sham	01	subject00024	240	0.05596250459	0.05602103578
smith09_denoised	partial	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-211	04	sham	01	subject00024	240	0.2461832723	0.2513457527
smith09_denoised	partial	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-211	04	sham	01	subject00024	240	0.1797170013	0.1816902291
smith09_denoised	partial	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-211	04	sham	01	subject00024	240	0.04389868823	0.04392691986
smith09_denoised	partial	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-211	04	sham	01	subject00024	240	0.009835401899	0.00983571906
smith09_denoised	partial	auditory	7	ecn	8	auditory__ecn	sub-211	04	sham	01	subject00024	240	-0.01922488836	-0.01922725737
smith09_denoised	partial	auditory	7	right-fpn	9	auditory__right-fpn	sub-211	04	sham	01	subject00024	240	-0.005400726438	-0.005400778948
smith09_denoised	partial	auditory	7	left-fpn	10	auditory__left-fpn	sub-211	04	sham	01	subject00024	240	0.06435790216	0.06444697915
smith09_denoised	partial	ecn	8	right-fpn	9	ecn__right-fpn	sub-211	04	sham	01	subject00024	240	-0.0821916062	-0.08237744073
smith09_denoised	partial	ecn	8	left-fpn	10	ecn__left-fpn	sub-211	04	sham	01	subject00024	240	-0.08667561964	-0.08689365823
smith09_denoised	partial	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-211	04	sham	01	subject00024	240	0.0985358453	0.09885662121
smith09_denoised	full	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-211	02	rtpj	02	subject00025	240	0.362259855	0.3794846769
smith09_denoised	full	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-211	02	rtpj	02	subject00025	240	0.3647063139	0.38230357
smith09_denoised	full	primary-visual	1	dmn	4	primary-visual__dmn	sub-211	02	rtpj	02	subject00025	240	-0.06625542643	-0.06635263153
smith09_denoised	full	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-211	02	rtpj	02	subject00025	240	0.09867754804	0.09899971529
smith09_denoised	full	primary-visual	1	auditory	7	primary-visual__auditory	sub-211	02	rtpj	02	subject00025	240	0.3725438637	0.3913736828
smith09_denoised	full	primary-visual	1	ecn	8	primary-visual__ecn	sub-211	02	rtpj	02	subject00025	240	-0.06098557968	-0.06106135553
smith09_denoised	full	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-211	02	rtpj	02	subject00025	240	-0.04435566164	-0.04438478484
smith09_denoised	full	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-211	02	rtpj	02	subject00025	240	-0.2068010973	-0.2098272017
smith09_denoised	full	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-211	02	rtpj	02	subject00025	240	0.23820343	0.2428686049
smith09_denoised	full	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-211	02	rtpj	02	subject00025	240	0.0969643932	0.09727000855
smith09_denoised	full	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-211	02	rtpj	02	subject00025	240	0.05305519671	0.05310506183
smith09_denoised	full	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-211	02	rtpj	02	subject00025	240	0.217411955	0.2209380512
smith09_denoised	full	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-211	02	rtpj	02	subject00025	240	0.0987309434	0.09905363597
smith09_denoised	full	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-211	02	rtpj	02	subject00025	240	-0.1555078041	-0.1567798442
smith09_denoised	full	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-211	02	rtpj	02	subject00025	240	-0.0270765052	-0.02708312504
smith09_denoised	full	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-211	02	rtpj	02	subject00025	240	-0.1522699063	-0.1534634041
smith09_denoised	full	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-211	02	rtpj	02	subject00025	240	0.07811362421	0.07827308471
smith09_denoised	full	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-211	02	rtpj	02	subject00025	240	0.198691385	0.2013697841
smith09_denoised	full	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-211	02	rtpj	02	subject00025	240	-0.1909855165	-0.1933597943
smith09_denoised	full	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-211	02	rtpj	02	subject00025	240	-0.3185136527	-0.3299920715
smith09_denoised	full	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-211	02	rtpj	02	subject00025	240	-0.3185810217	-0.3300670485
smith09_denoised	full	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-211	02	rtpj	02	subject00025	240	-0.2390582069	-0.243774996
smith09_denoised	full	dmn	4	auditory	7	dmn__auditory	sub-211	02	rtpj	02	subject00025	240	-0.198048306	-0.2007003629
smith09_denoised	full	dmn	4	ecn	8	dmn__ecn	sub-211	02	rtpj	02	subject00025	240	0.09154675256	0.09180379157
smith09_denoised	full	dmn	4	right-fpn	9	dmn__right-fpn	sub-211	02	rtpj	02	subject00025	240	-0.2841440899	-0.2921843968
smith09_denoised	full	dmn	4	left-fpn	10	dmn__left-fpn	sub-211	02	rtpj	02	subject00025	240	-0.05610965418	-0.05616864887
smith09_denoised	full	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-211	02	rtpj	02	subject00025	240	0.337447037	0.3512086903
smith09_denoised	full	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-211	02	rtpj	02	subject00025	240	0.1011208499	0.101467648
smith09_denoised	full	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-211	02	rtpj	02	subject00025	240	-0.0813560399	-0.08153624937
smith09_denoised	full	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-211	02	rtpj	02	subject00025	240	-0.1203380178	-0.1209239989
smith09_denoised	full	auditory	7	ecn	8	auditory__ecn	sub-211	02	rtpj	02	subject00025	240	0.04589991982	0.04593219465
smith09_denoised	full	auditory	7	right-fpn	9	auditory__right-fpn	sub-211	02	rtpj	02	subject00025	240	0.03935102651	0.03937135714
smith09_denoised	full	auditory	7	left-fpn	10	auditory__left-fpn	sub-211	02	rtpj	02	subject00025	240	-0.3275645577	-0.3400976364
smith09_denoised	full	ecn	8	right-fpn	9	ecn__right-fpn	sub-211	02	rtpj	02	subject00025	240	-0.04249354932	-0.04251915396
smith09_denoised	full	ecn	8	left-fpn	10	ecn__left-fpn	sub-211	02	rtpj	02	subject00025	240	0.05206714706	0.05211427487
smith09_denoised	full	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-211	02	rtpj	02	subject00025	240	0.2480842582	0.2533703946
smith09_denoised	partial	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-211	02	rtpj	02	subject00025	240	0.2769187611	0.2843418288
smith09_denoised	partial	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-211	02	rtpj	02	subject00025	240	0.2402647693	0.2450550837
smith09_denoised	partial	primary-visual	1	dmn	4	primary-visual__dmn	sub-211	02	rtpj	02	subject00025	240	0.01879435774	0.01879657111
smith09_denoised	partial	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-211	02	rtpj	02	subject00025	240	0.01231238452	0.01231300674
smith09_denoised	partial	primary-visual	1	auditory	7	primary-visual__auditory	sub-211	02	rtpj	02	subject00025	240	0.2511350245	0.2566238718
smith09_denoised	partial	primary-visual	1	ecn	8	primary-visual__ecn	sub-211	02	rtpj	02	subject00025	240	-0.07024592341	-0.0703618093
smith09_denoised	partial	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-211	02	rtpj	02	subject00025	240	0.1314086555	0.132172989
smith09_denoised	partial	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-211	02	rtpj	02	subject00025	240	-0.05317914062	-0.05322935643
smith09_denoised	partial	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-211	02	rtpj	02	subject00025	240	0.155435362	0.1567056077
smith09_denoised	partial	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-211	02	rtpj	02	subject00025	240	0.1423561275	0.1433296204
smith09_denoised	partial	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-211	02	rtpj	02	subject00025	240	-0.01597503859	-0.01597639775
smith09_denoised	partial	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-211	02	rtpj	02	subject00025	240	0.1439466653	0.1449534343
smith09_denoised	partial	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-211	02	rtpj	02	subject00025	240	0.1315855572	0.1323530034
smith09_denoised	partial	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-211	02	rtpj	02	subject00025	240	-0.09652729654	-0.09682878211
smith09_denoised	partial	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-211	02	rtpj	02	subject00025	240	0.1584029043	0.1597480689
smith09_denoised	partial	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-211	02	rtpj	02	subject00025	240	-0.2667795863	-0.2733934214
smith09_denoised	partial	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-211	02	rtpj	02	subject00025	240	-0.04185727073	-0.04188174154
smith09_denoised	partial	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-211	02	rtpj	02	subject00025	240	0.004412251752	0.004412280385
smith09_denoised	partial	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-211	02	rtpj	02	subject00025	240	-0.2012176758	-0.2040012888
smith09_denoised	partial	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-211	02	rtpj	02	subject00025	240	-0.2776468266	-0.2851305345
smith09_denoised	partial	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-211	02	rtpj	02	subject00025	240	-0.2120693666	-0.2153371704
smith09_denoised	partial	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-211	02	rtpj	02	subject00025	240	-0.2290812077	-0.2332195717
smith09_denoised	partial	dmn	4	auditory	7	dmn__auditory	sub-211	02	rtpj	02	subject00025	240	-0.1252565959	-0.1259178915
smith09_denoised	partial	dmn	4	ecn	8	dmn__ecn	sub-211	02	rtpj	02	subject00025	240	0.04665248187	0.0466863718
smith09_denoised	partial	dmn	4	right-fpn	9	dmn__right-fpn	sub-211	02	rtpj	02	subject00025	240	-0.2778211344	-0.2853194116
smith09_denoised	partial	dmn	4	left-fpn	10	dmn__left-fpn	sub-211	02	rtpj	02	subject00025	240	-0.1308752394	-0.1316302386
smith09_denoised	partial	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-211	02	rtpj	02	subject00025	240	0.25792127	0.2638802546
smith09_denoised	partial	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-211	02	rtpj	02	subject00025	240	0.1311453537	0.1319050699
smith09_denoised	partial	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-211	02	rtpj	02	subject00025	240	-0.237375105	-0.2419906362
smith09_denoised	partial	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-211	02	rtpj	02	subject00025	240	-0.01907991058	-0.01908222639
smith09_denoised	partial	auditory	7	ecn	8	auditory__ecn	sub-211	02	rtpj	02	subject00025	240	0.0715657923	0.07168834774
smith09_denoised	partial	auditory	7	right-fpn	9	auditory__right-fpn	sub-211	02	rtpj	02	subject00025	240	0.09454791882	0.09483117065
smith09_denoised	partial	auditory	7	left-fpn	10	auditory__left-fpn	sub-211	02	rtpj	02	subject00025	240	-0.304075255	-0.3140039611
smith09_denoised	partial	ecn	8	right-fpn	9	ecn__right-fpn	sub-211	02	rtpj	02	subject00025	240	0.02268548728	0.02268938003
smith09_denoised	partial	ecn	8	left-fpn	10	ecn__left-fpn	sub-211	02	rtpj	02	subject00025	240	0.02952229724	0.0295308786
smith09_denoised	partial	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-211	02	rtpj	02	subject00025	240	0.1409679823	0.1419130469
smith09_denoised	full	primary-visual	1	occipital-pole	2	primary-visual__occipital-pole	sub-211	03	vlpfc	03	subject00026	240	0.3811248376	0.4013749849
smith09_denoised	full	primary-visual	1	lateral-visual	3	primary-visual__lateral-visual	sub-211	03	vlpfc	03	subject00026	240	0.1335091665	0.1343110133
smith09_denoised	full	primary-visual	1	dmn	4	primary-visual__dmn	sub-211	03	vlpfc	03	subject00026	240	0.03562173724	0.03563681563
smith09_denoised	full	primary-visual	1	sensorimotor	6	primary-visual__sensorimotor	sub-211	03	vlpfc	03	subject00026	240	0.427782788	0.4571796808
smith09_denoised	full	primary-visual	1	auditory	7	primary-visual__auditory	sub-211	03	vlpfc	03	subject00026	240	0.3059603962	0.31608248
smith09_denoised	full	primary-visual	1	ecn	8	primary-visual__ecn	sub-211	03	vlpfc	03	subject00026	240	0.1139344579	0.1144313304
smith09_denoised	full	primary-visual	1	right-fpn	9	primary-visual__right-fpn	sub-211	03	vlpfc	03	subject00026	240	-0.1068827406	-0.1072925599
smith09_denoised	full	primary-visual	1	left-fpn	10	primary-visual__left-fpn	sub-211	03	vlpfc	03	subject00026	240	-0.2322148195	-0.2365292572
smith09_denoised	full	occipital-pole	2	lateral-visual	3	occipital-pole__lateral-visual	sub-211	03	vlpfc	03	subject00026	240	0.09459558867	0.09487927069
smith09_denoised	full	occipital-pole	2	dmn	4	occipital-pole__dmn	sub-211	03	vlpfc	03	subject00026	240	0.03337113209	0.0333835281
smith09_denoised	full	occipital-pole	2	sensorimotor	6	occipital-pole__sensorimotor	sub-211	03	vlpfc	03	subject00026	240	0.1678521989	0.1694557714
smith09_denoised	full	occipital-pole	2	auditory	7	occipital-pole__auditory	sub-211	03	vlpfc	03	subject00026	240	0.05896233327	0.05903080479
smith09_denoised	full	occipital-pole	2	ecn	8	occipital-pole__ecn	sub-211	03	vlpfc	03	subject00026	240	0.1474655224	0.1485486222
smith09_denoised	full	occipital-pole	2	right-fpn	9	occipital-pole__right-fpn	sub-211	03	vlpfc	03	subject00026	240	-0.1751970872	-0.177023341
smith09_denoised	full	occipital-pole	2	left-fpn	10	occipital-pole__left-fpn	sub-211	03	vlpfc	03	subject00026	240	-0.1102862455	-0.1107366765
smith09_denoised	full	lateral-visual	3	dmn	4	lateral-visual__dmn	sub-211	03	vlpfc	03	subject00026	240	-0.2394269321	-0.2441661072
smith09_denoised	full	lateral-visual	3	sensorimotor	6	lateral-visual__sensorimotor	sub-211	03	vlpfc	03	subject00026	240	0.08610448069	0.08631822466
smith09_denoised	full	lateral-visual	3	auditory	7	lateral-visual__auditory	sub-211	03	vlpfc	03	subject00026	240	0.1386223363	0.1395206458
smith09_denoised	full	lateral-visual	3	ecn	8	lateral-visual__ecn	sub-211	03	vlpfc	03	subject00026	240	-0.3383700793	-0.3522507132
smith09_denoised	full	lateral-visual	3	right-fpn	9	lateral-visual__right-fpn	sub-211	03	vlpfc	03	subject00026	240	-0.2154101602	-0.2188378976
smith09_denoised	full	lateral-visual	3	left-fpn	10	lateral-visual__left-fpn	sub-211	03	vlpfc	03	subject00026	240	-0.1513132448	-0.1524841805
smith09_denoised	full	dmn	4	sensorimotor	6	dmn__sensorimotor	sub-211	03	vlpfc	03	subject00026	240	-0.295787005	-0.3048963277
smith09_denoised	full	dmn	4	auditory	7	dmn__auditory	sub-211	03	vlpfc	03	subject00026	240	-0.1870685275	-0.1892976541
smith09_denoised	full	dmn	4	ecn	8	dmn__ecn	sub-211	03	vlpfc	03	subject00026	240	0.001828398045	0.001828400083
smith09_denoised	full	dmn	4	right-fpn	9	dmn__right-fpn	sub-211	03	vlpfc	03	subject00026	240	-0.07854129637	-0.07870339692
smith09_denoised	full	dmn	4	left-fpn	10	dmn__left-fpn	sub-211	03	vlpfc	03	subject00026	240	0.08167820182	0.08186056639
smith09_denoised	full	sensorimotor	6	auditory	7	sensorimotor__auditory	sub-211	03	vlpfc	03	subject00026	240	0.4182297483	0.4455445517
smith09_denoised	full	sensorimotor	6	ecn	8	sensorimotor__ecn	sub-211	03	vlpfc	03	subject00026	240	0.1695957945	0.1712504582
smith09_denoised	full	sensorimotor	6	right-fpn	9	sensorimotor__right-fpn	sub-211	03	vlpfc	03	subject00026	240	-0.005803221652	-0.005803286799
smith09_denoised	full	sensorimotor	6	left-fpn	10	sensorimotor__left-fpn	sub-211	03	vlpfc	03	subject00026	240	-0.2237804931	-0.2276323806
smith09_denoised	full	auditory	7	ecn	8	auditory__ecn	sub-211	03	vlpfc	03	subject00026	240	0.1088001401	0.1092325214
smith09_denoised	full	auditory	7	right-fpn	9	auditory__right-fpn	sub-211	03	vlpfc	03	subject00026	240	-0.0367095705	-0.03672607369
smith09_denoised	full	auditory	7	left-fpn	10	auditory__left-fpn	sub-211	03	vlpfc	03	subject00026	240	-0.3002425692	-0.3097861851
smith09_denoised	full	ecn	8	right-fpn	9	ecn__right-fpn	sub-211	03	vlpfc	03	subject00026	240	0.1699779132	0.1716439194
smith09_denoised	full	ecn	8	left-fpn	10	ecn__left-fpn	sub-211	03	vlpfc	03	subject00026	240	0.03520275034	0.03521730264
smith09_denoised	full	right-fpn	9	left-fpn	10	right-fpn__left-fpn	sub-211	03	vlpfc	03	subject00026	240	0.2648108541	0.27127503
